Company_Name,Leaders,No_of_Employee,Funding Type,Yr,Software Type,Industry,Category,Size,Website,LinkedIn,Address
Questback Salespulse,Frank Mollerop,1-10 employees,Angel or Seed Funding,Founded: 2016,B2B SaaS,Horizontal,Sales and Marketing,Startup,www.qbsalespulse.com,https://www.linkedin.com/company/questback-salespulse-inc/about/,"9595 Six Pines Drive Bldg 8, Suite 8210, The Woodlands Texas 77380"
Raptor Technologies,Jim Vesterman,51-200 employees,Private Equity funding,Founded: 2002,B2B SaaS,Education,Business Mgt and ERP,Medium,raptortech.com,https://www.linkedin.com/company/raptor-technologies-inc-/about/,"631 W. 22nd, Houston, Texas 77008, US"
Raven,Stefan Diasti,11-50 employees,Angel or Seed Funding,Founded: 2017,B2B SaaS,Horizontal,Document Management,Small,www.raven.com,https://www.linkedin.com/company/ravencloudscanner/about/,"11150 S Wilcrest Dr, Suite 200, Houston, Texas 77099, US"
RDF Software,Null,1-10 employees,Self-funded,Founded: 2007,B2B SaaS,Real Estate,Practice Management,Startup,www.rdfsoftware.com,https://www.linkedin.com/company/rdf-software/about/,"Richmond, TX"
RealNex,Jeff Finn,51-200 employees,Self-funded,Founded: 2014,B2B SaaS,Real Estate,Business Mgt and ERP,Medium,www.realnex.com,https://www.linkedin.com/company/realnex-llc/about/,"504 Murphy Rd., Suite L, Stafford, Texas 77477, US"
Recruiter.com,Evan Sohn,11-50 employees,Public,Founded: 2015,B2B SaaS,Horizontal,Marketplace,Small,www.recruiter.com,https://www.linkedin.com/company/recruiter-com/about/,"100 Waugh Dr, Houston, Texas 77007, US"
regAction,Mike Moore,11-50 employees,Acquired,Founded: 1997,B2B SaaS,Horizontal,Compliance,Small,www.regaction.com,https://www.linkedin.com/company/regaction/about/,"10700 Richmond Avenue, Suite 310, Houston, TX 77042, US"
RETINA-AI,Stephen Odaibo,1-10 employees,Private Equity funding,Founded: 2017,B2B SaaS,Healthcare,Analytics and BI,Startup,retinahealth.ai,https://www.linkedin.com/company/retina-ai/about/,"Houston, TX"
RevCord,Trey Schwarz,11-50 employees,Self-funded,Founded: 2015,B2B SaaS,Horizontal,On-Demand Services,Small,revcord.com,https://www.linkedin.com/company/revcord/about/,"10190 Katy Fwy, 501, Houston, TX 77043, US"
REVO TESTING TECHNOLOGIES,Alex Bergman,11-50 employees,Self-funded,Founded: 2018,B2B SaaS,"Energy, Gas, Oil, Utilities",Analytics and BI,Small,revotestingtech.com,https://www.linkedin.com/company/revotestingtech/about/,"650 N Sam Houston Pkwy E, Suite 313, Houston, Texas 77060, US"
"Riversand, a Syndigo company",William H. Muldoon IV,201-500 employees,Acquired,Founded: 2001,B2B SaaS,Horizontal,Document Management,Medium,www.riversand.com,https://www.linkedin.com/company/riversand/about/,"2929 Briarpark Drive, Ste 200, Houston, Texas 77042, US"
ROGII,Vlad Karen Payrazyan,51-200 employees,Self-funded,Founded: 2013,B2B SaaS,"Energy, Gas, Oil, Utilities",Business Mgt and ERP,Medium,www.rogii.com,https://www.linkedin.com/company/rogii/about/,"11750 Katy Fwy, 1010, Houston, Texas 77079, US"
Roovy Technologies,Ken Bridge,1-10 employees,Angel or Seed Funding,Founded: 2018,B2B SaaS,Food,Point of Sale,Startup,www.roovy.io,https://www.linkedin.com/company/roovy-technologies/about/,"3122 White Oak Drive Suite D, Houston TX 77007"
Rugged Robotics,Derrick Morse,1-10 employees,Angel or Seed Funding,Founded: 2018,B2B SaaS,Construction,Automation,Startup,www.rugged-robotics.com,https://www.linkedin.com/company/rugged-robotics/about/,"205 Roberts St, Houston, Texas 77003, US"
RXDispense,Null,1-10 employees,Self-funded,Founded: 2020,B2B SaaS,Healthcare,Practice Management,Startup,rxdispense.com,https://www.linkedin.com/company/rugged-robotics/about/,"9901 South Wilcrest Dr., Houston, TX 77099"
Safe Fleet for Law Enforcement,John Knox,51-200 employees,Acquired,Founded: 2002,B2G,Government,On-Demand Services,Medium,www.safefleet.net,https://www.linkedin.com/company/safe-fleet-law-enforcement/about/,"11375 West Sam Houston Parkway South, Suite 800, Houston, Texas 77031, US"
SAP,Christian Klein,"10,001+ employees",Public,Founded: 1972,B2B SaaS,Horizontal,Business Mgt and ERP,Large,www.sap.com,https://www.linkedin.com/company/sap/about/,"2601 Westheimer Road, Suite C250, Houston, TX 77098"
ScalaMed,Dr Tal Rapke,11-50 employees,Other,Founded: 2017,B2B SaaS,Healthcare,Practice Management,Small,scalamed.com,https://www.linkedin.com/company/calamed/about/,"Houston, TX"
Scanning Solutions,Null,1-10 employees,Self-funded,Founded: 2009,B2B SaaS,Retail,Business Mgt and ERP,Startup,scanningsolutions.com,https://www.linkedin.com/company/calamed/about/,"260 Dickinson Avenue, League City, TX 77573"
Sceptre Hospitality Resources (SHR),Rod Jimenez,51-200 employees,Private Equity funding,Founded: 1987,B2B SaaS,"Entertainment, Hospitality, Travel",Business Mgt and ERP,Medium,www.SceptreHospitality.com,https://www.linkedin.com/company/shr-global/about/,"1900 West Loop South, Suite 700, Houston, TX 77027, US"
SciRisq,Keith Clutter,1-10 employees,Self-funded,Founded: 2012,B2B SaaS,"Energy, Gas, Oil, Utilities",Compliance,Startup,www.scirisq.com,https://www.linkedin.com/company/scirisq/about/,"2855 Mangum, Ste 572, Houston TX 77092"
Scriptly Rx,Danny Corprew,1-10 employees,VC-funded,Founded: 2017,B2B SaaS,Healthcare,Analytics and BI,Startup,www.scriptlyrx.com,https://www.linkedin.com/company/good-neighbor-rx/about/,"Houston, TX"
SecurityGate,Ted Gutierrez,11-50 employees,VC-funded,Founded: 2017,B2B SaaS,Horizontal,Compliance,Small,www.securitygate.io,https://www.linkedin.com/company/securitygate/about/,"5400 Katy Fwy, Suite 290, Houston, Texas 77007, US"
Seismic,Doug Winter,501-1000 employees,VC-funded,Founded: 2010,B2B SaaS,Horizontal,Sales and Marketing,Large,seismic.com,https://www.linkedin.com/company/seismic/about/,"Houston, TX"
Seremedi,Kim Bond Evan,1-10 employees,Angel or Seed Funding,Founded: 2014,B2B SaaS,Healthcare,Communications,Startup,www.seremedi.com,https://www.linkedin.com/company/seremedi-inc-/about/,"2450 Holcombe Blvd, Suite J , Houston, TX 77021, US"
Servient,Ian Wilson,51-200 employees,Self-funded,Founded: 2003,B2B SaaS,Horizontal,Compliance,Medium,www.servient.com,https://www.linkedin.com/company/servient-inc/about/,"15915 Katy Freeway, Suite 200, Houston, TX 77094, US"
SFApex,Kashyap Patel,11-50 employees,Self-funded,Founded: 2012,B2B SaaS,Horizontal,Cloud and Software Dev Tools,Small,www.sfapex.com,https://www.linkedin.com/company/sfapex/about/,"2700 Post Oak Blvd, Houston, Texas US"
Share a Refund,"Ankit Sharma, Nick Hoffman",11-50 employees,Self-funded,Founded: 2015,B2B SaaS,Horizontal,Logistics and Supply Chain,Small,www.sharearefund.com,https://www.linkedin.com/company/share-a-refund/about/,"945 McKinney Street, Suite 361, Houston, TX 77002, US"
Siemens Digital Industries Software,Tony Hemmelgarn,"10,001+ employees",Public,Founded: 1947,B2B SaaS,Horizontal,Business Mgt and ERP,Large,www.sw.siemens.com,https://www.linkedin.com/company/siemenssoftware/about/,"5980 West Sam Houston North, Suite 100, Houston, TX 77041"
SK Global Software,Scott Caudle,11-50 employees,Self-funded,Founded: 1995,B2B SaaS,Horizontal,Accounting and Finance,Small,sksoft.com,https://www.linkedin.com/company/sandler-kahne-software-inc-/about/,"940 Gemini, Houston, Texas 77058, US"
SkilMatch,H. Gray Lyman,11-50 employees,Self-funded,Founded: 1970,B2B SaaS,Horizontal,HR and Recruiting,Small,www.skilmatch.com,https://www.linkedin.com/company/skilmatch-staffing-systems/about/,"3000 Weslayan, Suite 340, Houston, Texas 77027"
SMA Technologies,Todd Dauchy,51-200 employees,Self-funded,Founded: 1980,B2B SaaS,Horizontal,Automation,Medium,smatechnologies.com,https://www.linkedin.com/company/sma-technologies/about/,"15333 JFK Blvd, Suite 300, Houston, TX 77032, US"
Smart Imaging Technologies,Null,11-50 employees,Self-funded,Founded: 2002,B2B SaaS,Horizontal,Analytics and BI,Small,smartimtech.com,https://www.linkedin.com/company/smart-imaging-technologies-co./about/,"1770 St. James Place, Houston, Texas 77056, US"
SmartVault,Daniel Rabie,51-200 employees,Acquired,Founded: 2007,B2B SaaS,Financial Services,Document Management,Medium,www.smartvault.com,https://www.linkedin.com/company/smartvault-corporation/about/,"720 North Post Oak Road, Suite 300, Houston, Texas 77024, US"
SnapStream Media,Rakesh Agrawal,11-50 employees,Self-funded,Founded: 2000,B2B SaaS,Horizontal,On-Demand Services,Small,www.snapstream.com,https://www.linkedin.com/company/snapstream-media/about/,"601 Sawyer St., Suite 700, Houston, TX 77007, US"
SoftSmiths,Sunil Srinivasan,51-200 employees,Self-funded,Founded: 1997,B2B SaaS,"Energy, Gas, Oil, Utilities",Business Mgt and ERP,Medium,www.softsmiths.com,https://www.linkedin.com/company/softsmiths-inc./about/,"10692 Haddington Dr, Houston, Texas 77043, US"
Spacedesign Corporation,Null,11-50 employees,Self-funded,Founded: 2005,B2B SaaS,Aviation,Analytics and BI,Small,spacedesign.com,https://www.linkedin.com/company/spacedesign-corporation/about/,"Houston, TX"
Spring Medical Systems,Jan W.,11-50 employees,Self-funded,Founded: 2001,B2B SaaS,Healthcare,Practice Management,Small,www.springmedical.com,https://www.linkedin.com/company/spring-medical-systems/about/,"25700 I-45 Suite 400, The Woodlands, TX 77386"
StarTex Software,Gary McDonald,11-50 employees,Self-funded,Founded: 2009,B2B SaaS,Horizontal,Compliance,Small,www.startexsoftware.com,https://www.linkedin.com/company/startex-software/about/,"840 W Sam Houston Pkwy N, Suite 250, Houston, TX 77024, US"
Stemmons Enterprise,Andrew Segal,51-200 employees,Self-funded,Founded: 2013,B2B SaaS,Horizontal,Business Mgt and ERP,Medium,www.stemmons.com,https://www.linkedin.com/company/stemmons-enterprise/about/,"720 North Post Oak, Suite 500, Houston, TX 77024, US"
Stone Bond Technologies,Antonio Szabo,51-200 employees,Self-funded,Founded: 2002,B2B SaaS,Horizontal,Cloud and Software Dev Tools,Medium,stonebond.com,https://www.linkedin.com/company/stone-bond-technologies/about/,"1021 Main, Suite 1550, Houston, TX 77002, US"
Streebo,Usman Memon,51-200 employees,Self-funded,Founded: 2008,B2B SaaS,Horizontal,Cloud and Software Dev Tools,Medium,www.streebo.com,https://www.linkedin.com/company/streebo-inc/about/,"6666 Harwin Drive, Ste 500,, Houston, TX 77036, US"
SureSpot,Omri Shafran,11-50 employees,Self-funded,Founded: 2012,B2B SaaS,Real Estate,Automation,Small,www.surespot.com,https://www.linkedin.com/company/surespot-inc-/about/,"1302 W. Gray Street, Houston, TX 77019, US"
SwiftGo,Jigesh Vora,1-10 employees,Self-funded,Founded: 2017,B2B SaaS,Retail,Point of Sale,Startup,www.swiftgo.com,https://www.linkedin.com/company/swiftgo/about/,"Houston, TX"
Symphony Talent,Roopesh Nair,201-500 employees,Self-funded,Founded: 2016,B2B SaaS,Horizontal,HR and Recruiting,Medium,www.symphonytalent.com,https://www.linkedin.com/company/symphony-talent/about/,"13430 Northwest Freeway, Suite 850, Houston, TX 77040"
symplr,BJ Schaknowski,501-1000 employees,Acquired,Founded: 2006,B2B SaaS,Healthcare,Compliance,Large,www.symplr.com,https://www.linkedin.com/company/symplr/about/,"315 Capitol St, Houston, Texas 77002, US"
TalentNet,Amber O'Reilley,51-200 employees,Self-funded,Founded: 2013,B2B SaaS,Horizontal,HR and Recruiting,Medium,talentnet.com,https://www.linkedin.com/company/talentnetinc/about/,"2219 Sawdust Rd STE 603, Spring, TX 77380"
TargetRecruit,Jonathan Ross,51-200 employees,Acquired,Founded: 2008,B2B SaaS,Horizontal,HR and Recruiting,Medium,targetrecruit.com,https://www.linkedin.com/company/targetrecruit/about/,"2925 Richmond Ave., 12th Floor. Houston, TX. 77098, 12th Floor, Houston, TX 77098, US"
Tatsoft,Marcos Taccolini,11-50 employees,Self-funded,Founded: 2009,B2B SaaS,Horizontal,Cloud and Software Dev Tools,Small,www.tatsoft.com,https://www.linkedin.com/company/tatsoft/about/,"2929 Allen Parkway Ste 200, Houston, TX 77019"
TCW Software,Harold Evensen,1-10 employees,Self-funded,Founded: 1985,B2B SaaS,"Energy, Gas, Oil, Utilities",Analytics and BI,Startup,www.tcwsoftware.com,https://www.linkedin.com/company/tatsoft/about/,"9039 Katy Freeway, Suite 312,  Houston, TX 77024"
Tekmetric,Sunil Patel,11-50 employees,VC-funded,Founded: 2015,B2B SaaS,Automotive,Business Mgt and ERP,Small,tekmetric.com,https://www.linkedin.com/company/tekmetric/about/,"1334 Brittmoore Rd, Suite 180, Houston, Texas 77043, US"
TeleVoice,Greg St. Denis,1-10 employees,Self-funded,Founded: 1986,B2B SaaS,"Energy, Gas, Oil, Utilities",Communications,Startup,www.televoice.com,https://www.linkedin.com/company/tekmetric/about/,16340 PARK TEN PLACE SUITE 300 HOUSTON TEXAS 77084
Tendenci,Ed Schipul,1-10 employees,Self-funded,Founded: 1997,B2B SaaS,Non-Profit,Business Mgt and ERP,Startup,www.tendenci.com,https://www.linkedin.com/company/tendenci/about/,"Houston, TX"
The POS,Null,11-50 employees,Self-funded,Founded: 2013,B2B SaaS,Horizontal,Point of Sale,Small,thepos.us,https://www.linkedin.com/company/the-clover-pos/about/,"6811 Southwest Fwy, Houston TX 77074"
Therapist Manager,Null,1-10 employees,Self-funded,Founded: 2013,B2B SaaS,Sports and Fitness,Practice Management,Startup,therapistmanager.com,https://www.linkedin.com/company/therapist-manager/about/,"2620 Fountainview, Suite 106, Houston, TX 77057"
ThoughtTrace,Nick Vandivere,51-200 employees,Acquired,Founded: 1990,B2B SaaS,Horizontal,Document Management,Medium,www.thoughttrace.com,https://www.linkedin.com/company/thoughttrace/about/?viewAsMember=true,"33126 Magnolia Circle Suite B Magnolia, TX 77354"
TopBuilder,Dave Knowles,11-50 employees,Self-funded,Founded: 2008,B2B SaaS,Construction,Sales and Marketing,Small,www.topbuildersolutions.com,https://www.linkedin.com/company/topbuilder-solutions-llc/about/,"7500 San Felipe St , Suite 600, Houston, TX 77063, US"
Topup.com,Null,1-10 employees,Self-funded,Founded: 2020,B2B SaaS,"Energy, Gas, Oil, Utilities",Automation,Startup,www.topup.com,https://www.linkedin.com/company/topbuilder-solutions-llc/about/,"Houston, TX"
Tory Technologies,Rene Varon,11-50 employees,Self-funded,Founded: 2012,B2B SaaS,"Energy, Gas, Oil, Utilities",Business Mgt and ERP,Small,www.tory-tech.com,https://www.linkedin.com/company/tory-technologies-inc-/about/,"1718 Fry Rd. Suite 480 Houston TX, 77084"
TPG Software,Ursula H. Felmet,11-50 employees,Self-funded,Founded: 1991,B2B SaaS,Financial Services,Accounting and Finance,Small,www.tpgsoftware.com,https://www.linkedin.com/company/tpg-software/about/,"5858 Westheimer, Suite 620, Houston, Tx 77057, US"
Tracts.co,Ashley Gilmore,11-50 employees,Self-funded,Founded: 2014,B2B SaaS,"Energy, Gas, Oil, Utilities",Document Management,Small,www.tracts.co,https://www.linkedin.com/company/tracts-co/about/,"12888 Queensbury Lane, #334, Houston, TX 77024, US"
Traffic Ticket CRM,Null,1-10 employees,Self-funded,Founded: 2001,B2G,Government,Practice Management,Startup,www.trafficticketcrm.com,https://www.linkedin.com/company/tracts-co/about/,"2245 Texas Drive, Suite 300, Sugar land, TX 77479"
Trafficware,Joe Custer,201-500 employees,Acquired,Founded: 1979,B2G,Government,Business Mgt and ERP,Medium,trafficware.com,https://www.linkedin.com/company/cubictrafficware/about/,"522 Gillingham Ln, Sugar Land, Texas 77478, US"
TripPlanning.Biz,Sumant Salway,1-10 employees,Self-funded,Founded: 2011,B2B SaaS,Horizontal,On-Demand Services,Startup,tripplanning.biz,https://www.linkedin.com/company/tripplanning-biz/about/,"Katy, TX"
Truste Solutions,Kristi Singal,11-50 employees,Self-funded,Founded: 2002,B2B SaaS,Legal,Practice Management,Small,www.trustesolutions.com,https://www.linkedin.com/company/trustesolutions/about/,"1504 Anita Street, Houston, TX 77401, US"
TrusteSolutions,Kristi Singal,11-50 employees,Self-funded,Founded: 2001,B2B SaaS,Legal,Document Management,Small,www.trustesolutions.com,https://www.linkedin.com/company/trustesolutions/about/,"1504 Anita Street, Houston, TX 77401, US"
TSEVO,JD Garner,11-50 employees,Self-funded,Founded: 2003,B2B SaaS,Horizontal,Compliance,Small,www.tsevo.com,https://www.linkedin.com/company/tsevo-llc-/about/,"708 Main Street, Suite 400, Houston, Texas 77002, US"
TTEC,Kenneth Tuchman,"10,001+ employees",Public,Founded: 1982,B2B SaaS,Horizontal,Sales and Marketing,Large,www.ttec.com,https://www.linkedin.com/company/ttec/about/,"5959 Corporate Dr., Suite 3000, Houston, TX 77036"
Ultralight,Adam Simmons,1-10 employees,Angel or Seed Funding,Founded: 2018,B2B SaaS,Horizontal,Cloud and Software Dev Tools,Startup,ultralig.ht,https://www.linkedin.com/company/ultralight-inc/about/,"15822 Jamie Lee Dr, Houston, Texas 77095, US"
Unee Labs,Cody Cupp,1-10 employees,Self-funded,Founded: 2015,B2B SaaS,"Energy, Gas, Oil, Utilities",Analytics and BI,Startup,www.uneelabs.com,https://www.linkedin.com/company/unee-group/about/,"4747 Research Forest Dr, Suite 180-209, The Woodlands, Texas, US"
UpBrainery,Ghazal Qureshi,11-50 employees,Self-funded,Founded: 2017,B2B SaaS,Horizontal,eLearning,Small,www.upbrainery.com,https://www.linkedin.com/company/upbrainery/about/,"7862 South Park Drive, The Woodlands, TX, U.S."
Uphance,Venkat Koripalli,11-50 employees,Self-funded,Founded: 2017,B2B SaaS,Retail,Business Mgt and ERP,Small,www.uphance.com,https://www.linkedin.com/company/uphance/about/,"118 Vintage Park Blvd, Houston, Texas 77070, US"
Valhalla Healthcare,"Alex Baqui, MD",11-50 employees,Angel or Seed Funding,Founded: 2017,B2B SaaS,Healthcare,Automation,Small,www.valhalla.healthcare,https://www.linkedin.com/company/valhalla-healthcare/about/,"2450 Holcombe Blvd, Houston, Texas"
ValueLink Software,Farrukh Omar,11-50 employees,Self-funded,Founded: 2008,B2B SaaS,Real Estate,Business Mgt and ERP,Small,valuelinksoftware.com,https://www.linkedin.com/company/valuelink-software/about/,"3200 Wilcrest Dr, Suite 575, Houston, Texas 77042, US"
Varsity Hype,Jorge Ortiz,1-10 employees,Self-funded,Founded: 2020,B2B SaaS,Sports and Fitness,On-Demand Services,Startup,www.varsityhype.com,https://www.linkedin.com/company/varsity-hype/about/,"1334 Brittmoore Road, Houston, TX 77045"
VelocityDB,Mats Persson,1-10 employees,Self-funded,Founded: 2011,B2B SaaS,Horizontal,Cloud and Software Dev Tools,Startup,www.velocitydb.com,https://www.linkedin.com/company/velocitydb-inc-/about/,"Houston, TX"
Vennsmith,Ossie Okeke,1-10 employees,Self-funded,Founded: 2015,B2B SaaS,"Energy, Gas, Oil, Utilities",Analytics and BI,Startup,vennsmith.com,https://www.linkedin.com/company/vennsmith/about/,"708 Main Street, Houston, Texas 77002, US"
Veriforce,Colby Lane,201-500 employees,Acquired,Founded: 1993,B2B SaaS,Horizontal,Compliance,Medium,veriforce.com,https://www.linkedin.com/company/veriforce-llc/about/,"1575 Sawdust Road, Suite 600, The Woodlands, Texas 77380, US"
Vias,Burak Ozturk,51-200 employees,Self-funded,Founded: 2015,B2B SaaS,Manufacturing,On-Demand Services,Medium,www.viascorp.com,https://www.linkedin.com/company/vias-virtual-integrated-analytics-solutions/about/,"1400 Broadfield Blvd #325, Houston, TX 77084, US"
VisiumKMS,Patrick Cusk,11-50 employees,Acquired,Founded: 1994,B2B SaaS,Horizontal,Compliance,Small,visiumkms.com,https://www.linkedin.com/company/visiumkms/about/,"2700 Post Oak Blvd, Houston, Texas 77056, US"
Visualutions,Joe Craigen,51-200 employees,Self-funded,Founded: 1995,B2B SaaS,Healthcare,Practice Management,Medium,www.visualutions.com,https://www.linkedin.com/company/visualutions/about/,"7440 Mintwood Lane, Spring, TX 77379, US"
VLI Tech,Fred Wilkins,11-50 employees,Self-funded,Founded: 2011,B2B SaaS,Healthcare,Business Mgt and ERP,Small,vlitech.com,https://www.linkedin.com/company/vli-tech/about/,"4201 Cypress Creek Pkwy, 340, Houston, Texas 77068, US"
Voyager,Matthew Costello,11-50 employees,Angel or Seed Funding,Founded: 2018,B2B SaaS,"Logistics, Supply Chain, Transportation",Logistics and Supply Chain,Small,www.voyagerportal.com,https://www.linkedin.com/company/voyagerportal/about/,"708 Main St, Level 3, WeWork Labs, Houston, Texas 77002, US"
Warm Commerce,Charles Dauber,1-10 employees,Self-funded,Founded: 2018,B2B SaaS,Horizontal,Compliance,Startup,www.warmcommerce.com,https://www.linkedin.com/company/warmcommerce/about/,"1301 Fannin St, Houston, Texas 77002, USA"
Webinato by omNovia Technologies,Shahin Shadfar,1-10 employees,Self-funded,Founded: 2012,B2B SaaS,Horizontal,Communications,Startup,www.webinato.com,https://www.linkedin.com/company/omnovia-technologies/about/,"Houston, TX"
WellDatabase,John Ferrell,1-10 employees,Self-funded,Founded: 2010,B2B SaaS,"Energy, Gas, Oil, Utilities",Analytics and BI,Startup,welldatabase.com,https://www.linkedin.com/company/welldatabase/about/,"2001 Timberloch Pl, Ste 500, The Woodlands, TX 77380"
Wise Athena,Alfonso Vazquez,11-50 employees,Other,Founded: 2013,B2B SaaS,CPG,Analytics and BI,Small,wiseathena.com,https://www.linkedin.com/company/wiseathena-com/about/,"825 Town & Country Ln 12th floor, Houston, TX 77024"
WizeHire,Jay Niblick,11-50 employees,VC-funded,Founded: 2014,B2B SaaS,Horizontal,HR and Recruiting,Small,wizehire.com,https://www.linkedin.com/company/wizehire/about/,"Houston, TX"
Wolters Kluwer ELM Solutions,Jonah Paransky,"10,001+ employees",Self-funded,Founded: 1998,B2B SaaS,Legal,Business Mgt and ERP,Large,www.wkelmsolutions.com,https://www.linkedin.com/company/wolters-kluwer-elm-solutions/about/,"3009 Post Oak Blvd., Suite 1100, Houston, Texas 77056, US"
WorkflowMania,Null,1-10 employees,Self-funded,Founded: 2014,B2B SaaS,Automotive,Business Mgt and ERP,Startup,www.workflowmania.com,https://www.linkedin.com/company/wolters-kluwer-elm-solutions/about/,"11041 Shadow Creek Pearland, TX 77854"
Xpediant Solutions Group,Qusai Mahesri,51-200 employees,Self-funded,Founded: 2001,B2B SaaS,Horizontal,Cloud and Software Dev Tools,Medium,www.xpediantdigital.com,https://www.linkedin.com/company/xpediantdigital/about/,"5444 Westheimer Rd, Houston, Texas 77056, US"
Your Next Seven,John McMullen,11-50 employees,Self-funded,Founded: 2011,B2B SaaS,Horizontal,HR and Recruiting,Small,www.yournextseven.com,https://www.linkedin.com/company/xpediantdigital/about/,"2211 Rayford Rd, Spring, TX 77386"
Z-Terra,Alexander Mihai Popovici,11-50 employees,Self-funded,Founded: 2010,B2B SaaS,"Energy, Gas, Oil, Utilities",Analytics and BI,Small,www.z-terra.com,https://www.linkedin.com/company/z-terra-inc./about/,"17171 Park Row, Suite 247, Houston, TX 77084, US"
Zdaly,Rajdeep Golecha,11-50 employees,Angel or Seed Funding,Founded: 2016,B2B SaaS,"Energy, Gas, Oil, Utilities",Analytics and BI,Small,www.zdaly.com,https://www.linkedin.com/company/zdaly-com/about/,"2700 Post Oak Blvd., 21st Floor, Houston, Texas 77056"
Zeteky,Null,1-10 employees,VC-funded,Founded: 2015,B2G,Government,On-Demand Services,Startup,www.closewatch.tips,https://www.linkedin.com/company/zdaly-com/about/,"5120 Woodway Dr., Suite 6022, Houston, TX 77056"
Zprepay,Parvez Jasani,11-50 employees,Self-funded,Founded: 2009,B2B SaaS,Retail,Point of Sale,Small,www.prepaidstop.com,https://www.linkedin.com/company/zprepay-inc/about/,"4252 Bluebonnet Dr, Stafford, TX 77477"
ZuSo Dental,Null,1-10 employees,Self-funded,Founded: 2015,B2B SaaS,Healthcare,Accounting and Finance,Startup,www.zusodental.net,https://www.linkedin.com/in/zuso-dental-0570a7222/,"Houston, TX"
11Giraffes,Rudy Alexander,11-50 employees,Self-funded,Founded: 2001,B2B SaaS,Horizontal,Sales and Marketing,Small,11giraffes.com,https://www.linkedin.com/company/11giraffes/about/,"9115 Harris Corners Pkwy, Suite 420, Charlotte, NC 28269, US"
"""5pm""",Sergei Podbereschi,1-10 employees,Self-funded,Founded: 2003,B2B SaaS,Horizontal,Communications,Startup,www.5pmweb.com,https://www.linkedin.com/company/11giraffes/about/,"Wake Forest, NC"
6fusion,John Cowan,11-50 employees,VC-funded,Founded: 2008,B2B SaaS,"Logistics, Supply Chain, Transportation",Logistics and Supply Chain,Small,www.6fusion.com,https://www.linkedin.com/company/6fusion-usa/about/,"701 Fayetteville, Raleigh, NC 27606, US"
Able Device,Roger Dewey,11-50 employees,Other,Founded: 2010,B2B SaaS,Horizontal,IT Mgt,Small,abledevice.com,https://www.linkedin.com/company/abledevice/about/,"8311 Brier Creek Pkwy., Suite 105-386, Raleigh, NC 27617 USA"
Ablr.,John Samuel,11-50 employees,Self-funded,Founded: 2020,B2B SaaS,Horizontal,Compliance,Small,ablr360.com,https://www.linkedin.com/company/ablr360/about/,"4500 Emperor Blvd, Durham, North Carolina 27703, US"
AccruePartners,Patty Comer,201-500 employees,Self-funded,Founded: 2002,B2B SaaS,Horizontal,Marketplace,Medium,accruepartners.com,https://www.linkedin.com/company/accruepartners/about/,"1000 W. Morehead St., Suite 200, Charlotte, NC 28208, US"
AcctVantage,Dan Beckett,1-10 employees,Self-funded,Founded: 1987,B2B SaaS,Horizontal,Business Mgt and ERP,Startup,acctvantage.com,https://www.linkedin.com/company/acctvantage/about/,"317 N Main St., Hendersonville, NC 28792"
Aceyus,Michael Ary,51-200 employees,VC-funded,Founded: 2002,B2B SaaS,"Energy, Gas, Oil, Utilities",Analytics and BI,Medium,www.aceyus.com,https://www.linkedin.com/company/aceyus/about/,"11111 Carmel Commons Blvd., Suite 210, Charlotte, NC 28226"
ACF Technologies,Jose Mora,51-200 employees,Self-funded,Founded: 2003,B2B SaaS,Horizontal,Cloud and Software Dev Tools,Medium,acftechnologies.com,https://www.linkedin.com/company/acftechnologies/about/,"64 Peachtree Road, Suite 201, Asheville, NC 28803"
ACommerce,Luca Altomare,11-50 employees,Self-funded,Founded: 2005,B2B SaaS,Horizontal,Business Mgt and ERP,Small,www.acommerce.com,https://www.linkedin.com/company/acommerceinc/about/,"Charlotte, NC"
ActiveGraf,Laszlo Balassy,1-10 employees,Angel or Seed funding,Founded: 2013,B2B SaaS,Horizontal,Analytics and BI,Startup,activegraf.com,https://www.linkedin.com/company/activegraf/about/,"4117 Park Rd, Charlotte, North Carolina 28209, US"
AddShoppers,Jon West,51-200 employees,Other,Founded: 2011,B2B SaaS,Retail,Sales and Marketing,Medium,www.AddShoppers.com,https://www.linkedin.com/company/add-shoppers/about/,"222 South Church St, 410 M, Charlotte, NC 28202, US"
AdmissionPros,Jeff Hilts,1-10 employees,Self-funded,Founded: 1992,B2B SaaS,Education,Sales and Marketing,Startup,www.admissionpros.com,https://www.linkedin.com/company/admissionpros-llc/about/,"800 Pinner Weald Way, Suite 101, Cary, North Carolina 27513, US"
ADP,Gus Blanchard,10001 + employees,Public,Founded: 1949,B2B SaaS,Horizontal,Accounting and Finance,Large,www.adp.com,https://www.linkedin.com/company/adp/about/,"4101 Doie Cope Road, Raleigh, NC 27613"
Advantage Software,Arthur Lacerte,51-200 employees,Acquired,Founded: 1985,B2B SaaS,Horizontal,Practice Management,Medium,www.gotoadvantage.com,https://www.linkedin.com/company/advantage-ad-agency-software-company/about/,"119 Backstretch Lane, Mooresville, NC 28117, US"
